query_id,timestamp,query_text,intent,num_candidates,num_used,similarity_scores,max_score,min_score,mean_score,score_range
q_1772135795_0014,2026-02-27 01:26:35,Suggest a restaurant with healthy food options,recommendation,20,8,"[0.7226569652557373, 0.6922747492790222, 0.687516987323761, 0.6802456378936768, 0.6771705746650696, 0.6752300262451172, 0.6735898852348328, 0.67090904712677, 0.6704593896865845, 0.6701555252075195, 0.6687643527984619, 0.6678836941719055, 0.6672634482383728, 0.6669130325317383, 0.6666995882987976, 0.6666849851608276, 0.6657292246818542, 0.6639052033424377, 0.6636788845062256, 0.6631361246109009]",0.722657,0.663136,0.674043,0.059521
q_1772135802_0015,2026-02-27 01:26:42,Where should I go for the best breakfast?,recommendation,20,8,"[0.6903765201568604, 0.6874459385871887, 0.684123694896698, 0.6791511178016663, 0.6771494746208191, 0.669385552406311, 0.6676495671272278, 0.6636156439781189, 0.6631888747215271, 0.6605662107467651, 0.6598259210586548, 0.6588654518127441, 0.6572765111923218, 0.6570690870285034, 0.654758095741272, 0.653832197189331, 0.6527866125106812, 0.6506705284118652, 0.6502665281295776, 0.6501193046569824]",0.690377,0.650119,0.664406,0.040257
q_1772135807_0016,2026-02-27 01:26:47,What are common complaints about slow service?,complaint,20,6,"[0.6397268772125244, 0.6295729875564575, 0.6067749261856079, 0.6037165522575378, 0.6021715402603149, 0.6013867855072021, 0.5999115705490112, 0.5977405309677124, 0.5928996801376343, 0.5913684368133545, 0.5909827947616577, 0.5900135636329651, 0.5895586609840393, 0.5884561538696289, 0.5876191854476929, 0.5820361375808716, 0.58064866065979, 0.5802888870239258, 0.5790465474128723, 0.5774708390235901]",0.639727,0.577471,0.59557,0.062256
q_1772135812_0017,2026-02-27 01:26:52,Which restaurants have bad food quality?,complaint,20,6,"[0.6879113912582397, 0.6876035332679749, 0.6774894595146179, 0.6768012046813965, 0.6723825335502625, 0.6721979379653931, 0.6694318652153015, 0.667153537273407, 0.6663546562194824, 0.6642088294029236, 0.6635907888412476, 0.6572883725166321, 0.6549865007400513, 0.6548783183097839, 0.653943657875061, 0.6538147926330566, 0.6538043022155762, 0.6524172425270081, 0.6514072418212891, 0.6512894630432129]",0.687911,0.651289,0.664448,0.036622
q_1772135817_0018,2026-02-27 01:26:57,What do people dislike about expensive restaurants?,complaint,20,6,"[0.660212516784668, 0.656440794467926, 0.654790997505188, 0.6388965845108032, 0.6329132318496704, 0.6324782967567444, 0.6312326192855835, 0.626106858253479, 0.6256371736526489, 0.624599814414978, 0.6224095225334167, 0.6216322779655457, 0.6213898062705994, 0.6200704574584961, 0.6192497611045837, 0.6187206506729126, 0.6184067726135254, 0.6181994676589966, 0.6179068684577942, 0.6173593997955322]",0.660213,0.617359,0.628933,0.042853
q_1772135822_0019,2026-02-27 01:27:02,Tell me about restaurants with rude staff,general,20,4,"[0.7176059484481812, 0.7101438045501709, 0.7021908760070801, 0.6976795196533203, 0.6972503662109375, 0.6969596147537231, 0.69603031873703, 0.6957062482833862, 0.6948800086975098, 0.6945874691009521, 0.6891909837722778, 0.6873316764831543, 0.6870360970497131, 0.6846644878387451, 0.6844848394393921, 0.6840717792510986, 0.6834777593612671, 0.6829708218574524, 0.6826608180999756, 0.6825590133666992]",0.717606,0.682559,0.692574,0.035047
q_1772135829_0020,2026-02-27 01:27:09,What are the worst dining experiences?,complaint,20,6,"[0.7176675796508789, 0.69847571849823, 0.6963738203048706, 0.6899030804634094, 0.6795927882194519, 0.6761080026626587, 0.6754711866378784, 0.6717877388000488, 0.6705672740936279, 0.6690398454666138, 0.6637110710144043, 0.663558840751648, 0.6634510159492493, 0.6627542972564697, 0.659884512424469, 0.6592543125152588, 0.6582109928131104, 0.658186674118042, 0.6579772233963013, 0.6560049057006836]",0.717668,0.656005,0.672399,0.061663
q_1772135834_0021,2026-02-27 01:27:14,What do people complain about regarding cold food?,complaint,20,6,"[0.6157734394073486, 0.613653302192688, 0.6112075448036194, 0.5999693870544434, 0.5970742106437683, 0.5948753356933594, 0.5912896394729614, 0.588994026184082, 0.5855417251586914, 0.5853822231292725, 0.5840213298797607, 0.5831344723701477, 0.5825299024581909, 0.5808203816413879, 0.5803180932998657, 0.5800023078918457, 0.5799126625061035, 0.579904317855835, 0.5795763731002808, 0.5790632963180542]",0.615773,0.579063,0.589652,0.03671
q_1772135838_0022,2026-02-27 01:27:18,Which places have the most negative reviews?,general,20,4,"[0.618004560470581, 0.6103761196136475, 0.6035553812980652, 0.6002297401428223, 0.596735954284668, 0.5966190695762634, 0.5960776209831238, 0.59573894739151, 0.5929247140884399, 0.5914171934127808, 0.5902568101882935, 0.5895227193832397, 0.5873750448226929, 0.5869557857513428, 0.5869160890579224, 0.5867974758148193, 0.5850381851196289, 0.5843814611434937, 0.5815607309341431, 0.5813084840774536]",0.618005,0.581308,0.59309,0.036696
q_1772135844_0023,2026-02-27 01:27:24,What restaurants have hygiene problems?,general,20,4,"[0.6430782079696655, 0.642565906047821, 0.6393257975578308, 0.6356702446937561, 0.627996563911438, 0.6255325078964233, 0.6197595000267029, 0.6154437065124512, 0.6149888038635254, 0.6111889481544495, 0.6090754866600037, 0.6045523881912231, 0.6039353609085083, 0.6036930084228516, 0.6032166481018066, 0.6013569831848145, 0.5992675423622131, 0.5977591872215271, 0.5975015163421631, 0.5974926948547363]",0.643078,0.597493,0.61467,0.045586
q_1772135849_0024,2026-02-27 01:27:29,Tell me about bad experiences with wrong orders,complaint,20,6,"[0.688286542892456, 0.681643009185791, 0.6802363395690918, 0.6673523187637329, 0.6661736965179443, 0.6631304621696472, 0.6624363660812378, 0.6621348261833191, 0.6599075198173523, 0.6595091819763184, 0.655220091342926, 0.6541935801506042, 0.649762749671936, 0.649708092212677, 0.6479756236076355, 0.6475275754928589, 0.6463931798934937, 0.6463715434074402, 0.646212100982666, 0.644963264465332]",0.688287,0.644963,0.658957,0.043323
q_1772135855_0025,2026-02-27 01:27:35,What are common complaints about overpriced meals?,complaint,20,6,"[0.6954107284545898, 0.6672350764274597, 0.6670481562614441, 0.6483486890792847, 0.6479417681694031, 0.6448310613632202, 0.639756977558136, 0.639662504196167, 0.6364760398864746, 0.6330966949462891, 0.6324962377548218, 0.6324523687362671, 0.6299358606338501, 0.626878559589386, 0.6260936260223389, 0.6246940493583679, 0.6237907409667969, 0.6223177909851074, 0.6219508647918701, 0.6213653087615967]",0.695411,0.621365,0.639089,0.074045
q_1772135859_0026,2026-02-27 01:27:39,Which restaurants serve small portions?,general,20,4,"[0.6674566268920898, 0.6571183800697327, 0.6566063165664673, 0.6534008979797363, 0.6490569114685059, 0.644944429397583, 0.6397886276245117, 0.635553777217865, 0.6346267461776733, 0.6340270042419434, 0.632918119430542, 0.6325093507766724, 0.632072389125824, 0.6304774284362793, 0.6303818821907043, 0.6303528547286987, 0.6302512884140015, 0.6293131113052368, 0.6287591457366943, 0.6276082992553711]",0.667457,0.627608,0.638861,0.039848
q_1772135867_0027,2026-02-27 01:27:47,What do people hate most about dining out?,general,20,4,"[0.6535587310791016, 0.6314939260482788, 0.6305078268051147, 0.6274340152740479, 0.6233259439468384, 0.6226608157157898, 0.6217408180236816, 0.6206980347633362, 0.6196271181106567, 0.6149537563323975, 0.6143921613693237, 0.6140220165252686, 0.6137382984161377, 0.6136859655380249, 0.6132155656814575, 0.6116312742233276, 0.6112642288208008, 0.609897792339325, 0.6098806858062744, 0.6097601056098938]",0.653559,0.60976,0.619374,0.043799
q_1772135874_0028,2026-02-27 01:27:54,Tell me about terrible waitstaff experiences,general,20,4,"[0.7289102673530579, 0.71292644739151, 0.6996589303016663, 0.6878896951675415, 0.6877363920211792, 0.6863575577735901, 0.6783809661865234, 0.6783162355422974, 0.6771771311759949, 0.6769996881484985, 0.6752801537513733, 0.6739815473556519, 0.6716302037239075, 0.6712889671325684, 0.6701781749725342, 0.6696139574050903, 0.669099748134613, 0.6678798794746399, 0.6674963235855103, 0.6672625541687012]",0.72891,0.667263,0.680903,0.061648
q_1772135877_0029,2026-02-27 01:27:57,What restaurants have long wait times?,general,20,4,"[0.6801764369010925, 0.6764170527458191, 0.6744890213012695, 0.6688485145568848, 0.6640098094940186, 0.6579897403717041, 0.6560678482055664, 0.6514506340026855, 0.6477752327919006, 0.6475321054458618, 0.6453015208244324, 0.6442517042160034, 0.6441285610198975, 0.6424250602722168, 0.6419204473495483, 0.6412062644958496, 0.6383121013641357, 0.6378062963485718, 0.6367770433425903, 0.6357887983322144]",0.680176,0.635789,0.651634,0.044388
q_1772135886_0030,2026-02-27 01:28:06,What are the biggest disappointments at popular restaurants?,general,20,4,"[0.6492943167686462, 0.6379204392433167, 0.6338287591934204, 0.6325727701187134, 0.6315654516220093, 0.6305556893348694, 0.6296988725662231, 0.6294413208961487, 0.6293606162071228, 0.6286202669143677, 0.626675009727478, 0.6245671510696411, 0.6240842342376709, 0.623878002166748, 0.6219820380210876, 0.619541585445404, 0.6192811727523804, 0.6192687153816223, 0.6186053156852722, 0.6176000833511353]",0.649294,0.6176,0.627417,0.031694
q_1772135890_0031,2026-02-27 01:28:10,How is the food quality at local restaurants?,aspect,20,5,"[0.666558563709259, 0.6614436507225037, 0.6568926572799683, 0.6562519073486328, 0.6558029651641846, 0.6536999940872192, 0.6508001685142517, 0.6506271362304688, 0.6505869626998901, 0.650314450263977, 0.6476661562919617, 0.6476452946662903, 0.6456112861633301, 0.6455453634262085, 0.6447682976722717, 0.644491970539093, 0.6443039178848267, 0.6441908478736877, 0.6434775590896606, 0.6431525945663452]",0.666559,0.643153,0.650192,0.023406
q_1772135896_0032,2026-02-27 01:28:16,What do reviews say about the taste of seafood?,aspect,20,5,"[0.6651483774185181, 0.6531833410263062, 0.6502295732498169, 0.6482552886009216, 0.634162962436676, 0.6332684755325317, 0.6296001076698303, 0.628619909286499, 0.6281530857086182, 0.627482533454895, 0.6255921125411987, 0.6239919066429138, 0.623701274394989, 0.623346209526062, 0.6224275231361389, 0.6214330196380615, 0.6214304566383362, 0.620286762714386, 0.6180775165557861, 0.6161560416221619]",0.665148,0.616156,0.630727,0.048992
q_1772135903_0033,2026-02-27 01:28:23,Tell me about restaurants with fresh ingredients,general,20,4,"[0.6962776184082031, 0.6949549913406372, 0.6945453882217407, 0.6939026713371277, 0.6937102675437927, 0.6936793923377991, 0.6928920149803162, 0.6924135684967041, 0.6916079521179199, 0.6888941526412964, 0.6884192228317261, 0.6868561506271362, 0.686332106590271, 0.6862388849258423, 0.6856193542480469, 0.6844053268432617, 0.6837863922119141, 0.683094322681427, 0.6822893023490906, 0.6820700168609619]",0.696278,0.68207,0.689099,0.014208
q_1772135909_0034,2026-02-27 01:28:29,Which places have the best desserts?,recommendation,20,8,"[0.6532725095748901, 0.6440240144729614, 0.6412283182144165, 0.6351231932640076, 0.6311132907867432, 0.626771092414856, 0.6266939640045166, 0.6261249780654907, 0.6254417896270752, 0.6231030821800232, 0.6227798461914062, 0.6194496750831604, 0.6174531579017639, 0.6143962740898132, 0.6139855980873108, 0.6135681867599487, 0.6129142045974731, 0.6128570437431335, 0.6128262281417847, 0.6123148202896118]",0.653273,0.612315,0.624272,0.040958
q_1772135914_0035,2026-02-27 01:28:34,What do people think about portion sizes?,general,20,4,"[0.6973875761032104, 0.6506890654563904, 0.6111090183258057, 0.6108899712562561, 0.6091315746307373, 0.6017577052116394, 0.5986893773078918, 0.593479573726654, 0.5922524929046631, 0.5907143950462341, 0.5884091854095459, 0.5824170708656311, 0.5783972144126892, 0.5779844522476196, 0.5754333734512329, 0.5744132995605469, 0.5734333395957947, 0.5733458995819092, 0.5724120736122131, 0.5714283585548401]",0.697388,0.571428,0.596189,0.125959
q_1772135919_0036,2026-02-27 01:28:39,How do people describe the flavor of curries?,general,20,4,"[0.625235915184021, 0.6219565868377686, 0.6124951839447021, 0.6121242046356201, 0.6101111769676208, 0.6096400022506714, 0.60650235414505, 0.6031049489974976, 0.5995559692382812, 0.595572829246521, 0.5947551727294922, 0.5939178466796875, 0.5932742953300476, 0.5926975011825562, 0.5915647745132446, 0.5907807350158691, 0.5903766751289368, 0.5902326107025146, 0.5896647572517395, 0.588656485080719]",0.625236,0.588656,0.600611,0.036579
q_1772135926_0037,2026-02-27 01:28:46,What are the most popular dishes people order?,general,20,4,"[0.6653809547424316, 0.6415778398513794, 0.6382012963294983, 0.637696385383606, 0.6354678869247437, 0.6313091516494751, 0.6293904781341553, 0.6288049817085266, 0.6284219622612, 0.6218619346618652, 0.6211354732513428, 0.6201961040496826, 0.6194000840187073, 0.6188895106315613, 0.618020236492157, 0.616554856300354, 0.6136913299560547, 0.6127846240997314, 0.6111788749694824, 0.6098752617835999]",0.665381,0.609875,0.625992,0.055506
q_1772135933_0038,2026-02-27 01:28:53,Tell me about restaurants with homemade pasta,general,20,4,"[0.7021825313568115, 0.6907083988189697, 0.6897533535957336, 0.6783434748649597, 0.6762867569923401, 0.6698012351989746, 0.6680787801742554, 0.6661386489868164, 0.6611025929450989, 0.660926103591919, 0.6606439352035522, 0.6604649424552917, 0.6577436327934265, 0.6572375893592834, 0.6571981906890869, 0.6569540500640869, 0.6560407876968384, 0.6555113792419434, 0.6535764932632446, 0.6532481908798218]",0.702183,0.653248,0.666597,0.048934
q_1772135937_0039,2026-02-27 01:28:57,What do reviews say about steak quality?,general,20,4,"[0.6877251863479614, 0.6629128456115723, 0.6507531404495239, 0.6493129134178162, 0.6464288234710693, 0.6387023329734802, 0.6315531730651855, 0.6281667947769165, 0.6253556609153748, 0.6253170967102051, 0.6233669519424438, 0.6210376024246216, 0.6185702085494995, 0.6176300644874573, 0.6168357133865356, 0.6164462566375732, 0.6150648593902588, 0.6150268912315369, 0.6113614439964294, 0.6091375350952148]",0.687725,0.609138,0.630535,0.078588
q_1772135941_0040,2026-02-27 01:29:01,Which restaurants have good salads?,general,20,4,"[0.7059091925621033, 0.6966909766197205, 0.6853044033050537, 0.6847361326217651, 0.6794106960296631, 0.6781119704246521, 0.6750162839889526, 0.6718016862869263, 0.6715294718742371, 0.6712992787361145, 0.6701618432998657, 0.6696029305458069, 0.6690142154693604, 0.6679680943489075, 0.6663627624511719, 0.6659245491027832, 0.6640145778656006, 0.6625978946685791, 0.6565544009208679, 0.6559755802154541]",0.705909,0.655976,0.673399,0.049934
q_1772135945_0041,2026-02-27 01:29:05,How is the chicken prepared at popular places?,general,20,4,"[0.6202709078788757, 0.6173228025436401, 0.6170511841773987, 0.6133441925048828, 0.6104008555412292, 0.608536958694458, 0.6081194877624512, 0.6063761711120605, 0.6061645150184631, 0.6061285734176636, 0.6037306785583496, 0.6009854078292847, 0.6000419855117798, 0.59975266456604, 0.5996217131614685, 0.5981618762016296, 0.5977537631988525, 0.5973348021507263, 0.597151517868042, 0.5959181785583496]",0.620271,0.595918,0.605208,0.024353
q_1772135950_0042,2026-02-27 01:29:10,What do people say about the freshness of sushi?,general,20,4,"[0.6752591133117676, 0.6643478870391846, 0.6619635820388794, 0.6560315489768982, 0.6559818983078003, 0.6536422371864319, 0.652853786945343, 0.6519110202789307, 0.6507917642593384, 0.648609459400177, 0.6484182476997375, 0.6464113593101501, 0.6456333994865417, 0.6449143886566162, 0.6425905227661133, 0.6423442363739014, 0.638923168182373, 0.6373387575149536, 0.636915385723114, 0.6340227127075195]",0.675259,0.634023,0.649445,0.041236
q_1772135954_0043,2026-02-27 01:29:14,How is the customer service at popular restaurants?,aspect,20,5,"[0.6500390768051147, 0.6462607979774475, 0.6462494730949402, 0.6429536938667297, 0.6400395631790161, 0.6393929719924927, 0.6374492049217224, 0.6367267966270447, 0.6360549926757812, 0.6302156448364258, 0.6292225122451782, 0.628423810005188, 0.6273783445358276, 0.6255413293838501, 0.6253603100776672, 0.6225546002388, 0.6215092539787292, 0.6211568117141724, 0.6192238330841064, 0.6191279292106628]",0.650039,0.619128,0.632244,0.030911
q_1772135957_0044,2026-02-27 01:29:17,What do people say about waitstaff friendliness?,general,20,4,"[0.655342161655426, 0.647807240486145, 0.6435818672180176, 0.643056333065033, 0.6367924213409424, 0.6348625421524048, 0.6335539221763611, 0.6319859623908997, 0.6299256086349487, 0.6235939860343933, 0.6226956844329834, 0.6214796304702759, 0.6188616752624512, 0.6185981035232544, 0.6184176206588745, 0.6178821325302124, 0.6168426275253296, 0.6118149757385254, 0.6108876466751099, 0.610674262046814]",0.655342,0.610674,0.627433,0.044668
q_1772135962_0045,2026-02-27 01:29:22,Tell me about restaurants with fast service,aspect,20,5,"[0.6889846324920654, 0.686799943447113, 0.680749773979187, 0.6756396293640137, 0.673692524433136, 0.671464741230011, 0.6706752777099609, 0.6677412986755371, 0.6666424870491028, 0.6652900576591492, 0.6649507880210876, 0.6635729670524597, 0.6625784635543823, 0.6622147560119629, 0.6620844602584839, 0.6609570980072021, 0.6606253385543823, 0.6603047847747803, 0.6583077907562256, 0.6574451327323914]",0.688985,0.657445,0.668036,0.031539
q_1772135966_0046,2026-02-27 01:29:26,What makes service excellent at a restaurant?,aspect,20,5,"[0.6664856672286987, 0.6532634496688843, 0.6442403197288513, 0.6363682746887207, 0.6324535608291626, 0.6305387020111084, 0.6300211548805237, 0.6292173862457275, 0.6285344958305359, 0.6282654404640198, 0.6272433400154114, 0.6257188320159912, 0.6251668930053711, 0.6251379251480103, 0.6247915625572205, 0.623818039894104, 0.6235456466674805, 0.6215118169784546, 0.6213212609291077, 0.621029257774353]",0.666486,0.621029,0.630934,0.045456
q_1772135974_0047,2026-02-27 01:29:34,How do servers handle complaints?,complaint,20,6,"[0.61069256067276, 0.5972288846969604, 0.5874414443969727, 0.579586923122406, 0.5790245532989502, 0.5790113806724548, 0.5761765241622925, 0.5760558247566223, 0.5743719935417175, 0.5742021799087524, 0.5739367604255676, 0.5723419189453125, 0.5694193840026855, 0.5686863660812378, 0.5676509141921997, 0.5628750920295715, 0.5628432035446167, 0.5618600249290466, 0.5609643459320068, 0.5607753992080688]",0.610693,0.560775,0.574757,0.049917
q_1772135979_0048,2026-02-27 01:29:39,What do people appreciate about restaurant managers?,general,20,4,"[0.6604934930801392, 0.6400742530822754, 0.6375757455825806, 0.6262432932853699, 0.6132954359054565, 0.6101007461547852, 0.6081815958023071, 0.607062578201294, 0.6068986058235168, 0.6059596538543701, 0.6014603972434998, 0.6001392602920532, 0.5977315306663513, 0.5960160493850708, 0.5952087044715881, 0.5951288938522339, 0.5938748121261597, 0.5921471118927002, 0.5898899435997009, 0.5894112586975098]",0.660493,0.589411,0.608345,0.071082
q_1772135984_0049,2026-02-27 01:29:44,Tell me about the attentiveness of waiters,general,20,4,"[0.6749014258384705, 0.6418297290802002, 0.6177204847335815, 0.6136656999588013, 0.6111332178115845, 0.6055885553359985, 0.6049636602401733, 0.6024950742721558, 0.6011093854904175, 0.5979520678520203, 0.5969486832618713, 0.5941807627677917, 0.593313455581665, 0.5898141860961914, 0.5884734392166138, 0.5873112678527832, 0.5870354771614075, 0.5867711305618286, 0.5854125022888184, 0.5835988521575928]",0.674901,0.583599,0.603211,0.091303
q_1772135989_0050,2026-02-27 01:29:49,What restaurants have the friendliest staff?,general,20,4,"[0.6489177942276001, 0.6422015428543091, 0.6345169544219971, 0.633322536945343, 0.6317918300628662, 0.6289013028144836, 0.6282195448875427, 0.6275880336761475, 0.6252734065055847, 0.6223871111869812, 0.6214145421981812, 0.6207311153411865, 0.620659589767456, 0.619782567024231, 0.6187831163406372, 0.6158673763275146, 0.6156169176101685, 0.6152812242507935, 0.6152745485305786, 0.6143449544906616]",0.648918,0.614345,0.625044,0.034573
q_1772135994_0051,2026-02-27 01:29:54,Are there affordable restaurants with good food?,aspect,20,5,"[0.6833294630050659, 0.6708938479423523, 0.6670476198196411, 0.6566063165664673, 0.6488538980484009, 0.6478053331375122, 0.6466144323348999, 0.6440805196762085, 0.6399207711219788, 0.6393723487854004, 0.6388784050941467, 0.6387306451797485, 0.6384158134460449, 0.6376246809959412, 0.6364628672599792, 0.6359118223190308, 0.6356734037399292, 0.6354411244392395, 0.634640634059906, 0.6345763206481934]",0.683329,0.634576,0.645544,0.048753
q_1772135998_0052,2026-02-27 01:29:58,What do people think about restaurant pricing?,general,20,4,"[0.6630345582962036, 0.6619013547897339, 0.6551066040992737, 0.6542766094207764, 0.6517865657806396, 0.6492036581039429, 0.649182915687561, 0.6484249234199524, 0.6477113962173462, 0.6463713645935059, 0.6438237428665161, 0.6433675289154053, 0.6432185173034668, 0.64188551902771, 0.6405639052391052, 0.6399548053741455, 0.6394795179367065, 0.6382858157157898, 0.6371551752090454, 0.636102557182312]",0.663035,0.636103,0.646542,0.026932
